id,geometry
2846938175,POINT (17.6515884 46.1960484)
2864448816,POINT (21.0076687 46.5369844)
2866793920,POINT (20.6110438 46.170045)
2866793921,POINT (20.6117057 46.1700401)
2876045103,POINT (18.3189639 47.6491785)
2880870144,POINT (18.5319522 47.5167804)
2882227790,POINT (21.1528737 48.3588779)
2882437142,POINT (20.9984215 48.2437102)
2884375121,POINT (21.5372735 47.2033851)
2884381483,POINT (21.5358926 47.2228858)
2884383021,POINT (21.4736738 47.3902276)
2884611213,POINT (21.0043251 48.1378566)
2884634159,POINT (21.2349386 47.817168)
2884647002,POINT (21.6459196 48.1578199)
2885668701,POINT (18.8851981 47.6695604)
2886222651,POINT (21.0534066 48.1893412)
2887864334,POINT (20.247436 46.993015)
2887942933,POINT (18.8889612 47.7262297)
2887942934,POINT (18.8992567 47.7200838)
2887956783,POINT (21.4864387 46.9220963)
2887972395,POINT (21.3820112 46.8099547)
2889900253,POINT (21.5906458 47.0184892)
2902606241,POINT (16.4514463 47.2156668)
2903169463,POINT (21.5434441 47.2285595)
2906606145,POINT (20.9572916 46.5744378)
2910679235,POINT (17.6426172 46.5797607)
2912311752,POINT (20.5343307 48.1707199)
2920150164,POINT (18.8935693 47.4047441)
2923015319,POINT (17.7371591 46.3626419)
2923484677,POINT (16.578427 47.2787473)
2928505402,POINT (18.0732133 47.5352417)
2933411953,POINT (17.4314741 46.9220778)
2933892474,POINT (19.5954429 46.1926095)
2934241971,POINT (18.2399007 47.1411776)
2937366370,POINT (20.7310566 48.1713896)
2943949360,POINT (18.9579036 45.9635717)
2952117662,POINT (21.2871258 48.4260164)
2953572469,POINT (18.0080893 47.5940369)
2955535261,POINT (19.2508085 46.5229508)
2955677087,POINT (19.2400374 46.5256912)
2963905146,POINT (18.6043641 46.2892825)
2966867856,POINT (19.5092993 48.0287075)
2969951350,POINT (19.5299944 48.18856)
2973458941,POINT (19.9712035 47.8400315)
2974382010,POINT (18.6976527 46.3492776)
2974999205,POINT (19.0680454 47.4930537)
2978842481,POINT (22.2451571 47.9847041)
2981770856,POINT (21.2266889 47.2931586)
2985257775,POINT (20.73161 46.3504924)
2990338548,POINT (18.7093249 47.6912357)
2992201065,POINT (17.0997266 47.1434643)
2998636560,POINT (17.5179874 46.5369671)
3007147753,POINT (22.6866437 47.8614297)
3007147761,POINT (22.6654294 47.8742277)
3007147824,POINT (22.5889532 47.9128156)
3008427376,POINT (16.5293623 47.398575)
3016944407,POINT (18.700383 46.1700841)
3018809984,POINT (18.5846774 46.237061)
3020976490,POINT (18.3690917 46.186584)
3027750441,POINT (16.7616987 46.8318209)
3032889465,POINT (16.757964 46.8152539)
3039421666,POINT (21.6353205 48.3882508)
3050778380,POINT (16.6560861 47.7132307)
3051296509,POINT (17.6232784 47.1294962)
3068221860,POINT (18.3379524 47.4996793)
3068471813,POINT (19.1302417 47.7804327)
3068712665,POINT (21.7049001 47.9619528)
3073944927,POINT (18.5868312 46.3531354)
3078175716,POINT (20.639993 47.4039648)
3080045063,POINT (19.0249326 47.789869)
3088739774,POINT (21.616123 47.549719)
3092872033,POINT (18.598616 45.9061458)
3107401231,POINT (19.1270497 47.54316)
3126225805,POINT (16.5899121 47.0773675)
3126889618,POINT (19.2404882 47.2922458)
3142128837,POINT (22.7611572 47.9297138)
3146670019,POINT (18.9133262 47.4327029)
3160085733,POINT (22.7444948 48.1103083)
3172060569,POINT (16.6539498 47.0398374)
3175727330,POINT (17.5469416 47.1735027)
3179474019,POINT (17.0508187 47.2219622)
3191386675,POINT (16.4424114 46.9771932)
3191400611,POINT (16.3685514 46.9487642)
3198412834,POINT (21.7046837 47.9512361)
3211143966,POINT (19.1803517 47.8123236)
3211301623,POINT (17.302829 46.8739228)
3221444006,POINT (17.5416752 46.4440872)
3223589722,POINT (17.0517957 46.591854)
3238647696,POINT (16.6804929 47.3962298)
3244882692,POINT (21.8332799 48.0156362)
3247090551,POINT (18.6862255 46.8044728)
3250203869,POINT (17.7886575 47.6135949)
3253318949,POINT (16.9139094 46.8787692)
3265308884,POINT (20.1979574 47.1729872)
3269033326,POINT (16.8019548 47.0451452)
3269040874,POINT (16.8468276 47.0693977)
3295493317,POINT (16.7884436 47.0467958)
3306418871,POINT (16.5923317 47.4021886)
3324623982,POINT (16.633355 46.579292)
3325920407,POINT (19.3928145 47.20982)
3347585345,POINT (21.6171826 47.5307112)
3354856173,POINT (21.7570852 47.6010827)
3355567991,POINT (17.011583 47.4678)
3366556290,POINT (18.620283 47.7253872)
3372993479,POINT (16.6975264 46.7565978)
3377136698,POINT (16.660866 46.850602)
3380217861,POINT (17.5125146 47.2650922)
3380218093,POINT (17.4899322 47.2630954)
3382517700,POINT (18.086218 45.951831)
3383419389,POINT (16.6785966 46.7814256)
3384089382,POINT (18.2441833 46.2092712)
3384089385,POINT (18.3361718 46.3093211)
3384089618,POINT (18.3994362 46.2680956)
3384089620,POINT (18.3210255 46.2662074)
3384317608,POINT (18.470821 45.9069683)
3384317609,POINT (18.760162 46.0839777)
3384317622,POINT (18.7068244 45.9495614)
3384317638,POINT (18.5695441 45.8624942)
3384317640,POINT (18.6111371 45.8427212)
3384317648,POINT (18.6587809 46.0828524)
3385666835,POINT (18.3732434 46.1158161)
3385666840,POINT (18.451875 46.1467791)
3385976754,POINT (18.3348339 46.3940848)
3385976755,POINT (18.2954224 46.3694729)
3387310944,POINT (18.044211 45.9064673)
3388801495,POINT (18.3009953 45.8523207)
3388801496,POINT (18.2743395 45.8785991)
3388801497,POINT (18.2746407 45.8794493)
3389468019,POINT (18.4301875 45.78912)
3390877511,POINT (18.4313205 46.2705052)
3390877512,POINT (18.4288101 46.2677949)
3390978725,POINT (17.8591585 46.0805606)
3391107754,POINT (17.7569283 46.1698831)
3392239687,POINT (19.6170028 47.9134294)
3396022281,POINT (21.1868812 48.2803596)
3400753609,POINT (20.4125388 47.8443888)
3400753610,POINT (20.4126987 47.843926)
3408357393,POINT (19.113231 47.5307561)
3411338380,POINT (16.5402327 47.3974455)
3411338382,POINT (16.5352881 47.3975534)
3411522325,POINT (18.4708201 46.2248966)
3414916376,POINT (18.6376525 46.2747178)
3427548257,POINT (19.6845944 47.9667727)
3432034597,POINT (21.533067 47.222717)
3432048266,POINT (19.54721 47.02517)
3437027521,POINT (21.6408477 47.5287728)
3437027572,POINT (21.641433 47.524117)
3437148764,POINT (20.773217 48.050867)
3437149530,POINT (20.5318608 48.1098154)
3437150076,POINT (20.7783276 48.1048412)
3437753924,POINT (20.8384931 48.0432218)
3437755241,POINT (20.669824 47.982262)
3437757037,POINT (20.641829 48.190521)
3437757141,POINT (20.64103 48.167721)
3438328049,POINT (17.9559064 46.3640912)
3438328492,POINT (18.063316 46.32474)
3438328749,POINT (17.6907 46.4201)
3438329915,POINT (17.6757 46.328967)
3438329926,POINT (17.9609358 46.4789943)
3438330496,POINT (18.021033 46.317703)
3438330499,POINT (17.999637 46.333305)
3438330500,POINT (17.562133 46.505733)
3438330518,POINT (17.7594387 46.4126493)
3438330549,POINT (18.000076 46.361028)
3438331447,POINT (17.7369328 46.4548308)
3438331455,POINT (17.8053787 46.4574981)
3438332293,POINT (17.944965 46.556025)
3438332326,POINT (17.7312816 46.3601902)
3439051379,POINT (18.9117779 47.8006567)
3439052182,POINT (18.843337 48.031274)
3439052183,POINT (18.9109004 48.0313946)
3439443857,POINT (19.5756076 46.9765884)
3439444184,POINT (19.6852812 46.9007024)
3439444359,POINT (19.685208 46.897799)
3439635304,POINT (17.2260444 47.6088233)
3439641987,POINT (20.286444 48.179877)
3439644191,POINT (17.0824099 47.6275236)
3439644701,POINT (16.9788368 47.5571034)
3439664500,POINT (21.242692 48.450449)
3439664822,POINT (21.1361633 48.2956075)
3439665493,POINT (21.2786371 48.5002268)
3440812050,POINT (18.108543 46.084766)
3440813464,POINT (18.36275 46.193232)
3440813637,POINT (18.2008932 46.0000813)
3441411866,POINT (17.690669 47.766622)
3441411868,POINT (17.6448471 47.5987979)
3441412002,POINT (17.5270485 47.737402)
3441412007,POINT (17.536749 47.587284)
3441412221,POINT (17.7520768 47.5724525)
3441412632,POINT (17.6453541 47.6084268)
3441412678,POINT (17.730631 47.645023)
3441412857,POINT (17.5803516 47.7390429)
3441705936,POINT (19.064523 47.746283)
3445367360,POINT (21.402133 47.0977942)
3445367361,POINT (21.6168139 47.1640388)
3445367392,POINT (21.431987 47.135811)
3445367454,POINT (21.3388251 47.1006142)
3445424866,POINT (18.273836 45.880631)
3445424904,POINT (18.358893 45.928)
3445424906,POINT (18.450444 45.866588)
3445425045,POINT (18.451903 45.870495)
3445463648,POINT (20.56655 47.931217)
3445463737,POINT (20.499371 47.962189)
3445485806,POINT (17.633707 46.607989)
3445486563,POINT (17.633568 46.633236)
3445506349,POINT (19.933438 47.808658)
3445507010,POINT (19.791442 47.805548)
3445507791,POINT (20.109759 47.823676)
3446566695,POINT (18.2943062 46.6368716)
3446570697,POINT (18.411683 46.487533)
3446570717,POINT (18.515548 46.525643)
3446571124,POINT (18.485167 46.631562)
3446571168,POINT (18.4289879 46.6763015)
3446571177,POINT (18.437502 46.678506)
3446571340,POINT (18.542173 46.738747)
3446586954,POINT (20.22811 47.812042)
3446587186,POINT (20.254714 48.054704)
3446587506,POINT (20.23475 48.00851)
3446587511,POINT (20.2613858 48.0253389)
3446589623,POINT (20.327268 47.882718)
3446767104,POINT (16.898692 46.855486)
3446767117,POINT (16.872367 46.766641)
3446767161,POINT (17.030134 46.802467)
3446767167,POINT (16.6953 46.866933)
3446767169,POINT (17.0312831 46.8882831)
3446767171,POINT (16.8062517 46.9095529)
3446767522,POINT (16.784792 46.728081)
3446767703,POINT (16.82847 46.772656)
3446767741,POINT (16.7849934 46.792659)
3446767775,POINT (16.930216 46.81625)
3446767825,POINT (17.0187874 46.8526879)
3446767852,POINT (16.747084 46.86314)
3446767953,POINT (16.6478658 46.9182079)
3446767977,POINT (16.844833 46.934116)
3446891216,POINT (19.605689 47.918911)
3446891269,POINT (19.4649122 47.7716389)
3446891287,POINT (19.4529316 47.824795)
3446893961,POINT (19.7009208 47.8572629)
3446895846,POINT (19.6392539 47.9783172)
3446927241,POINT (19.4593404 47.4284019)
3448566125,POINT (17.4747478 46.8717387)
3448566219,POINT (17.478527 46.93402)
3452835402,POINT (18.725191 46.562565)
3452836228,POINT (18.858797 46.645226)
3452836362,POINT (18.857267 46.630967)
3454463829,POINT (20.6541868 48.3045939)
3454464212,POINT (20.5804917 48.2630316)
3454464221,POINT (20.5557163 48.2720719)
3454464306,POINT (20.63295 48.379333)
3454478367,POINT (18.7810192 47.055323)
3454478611,POINT (18.938099 47.025824)
3454542553,POINT (18.751545 47.539807)
3454581485,POINT (19.61555 47.2346)
3454648824,POINT (17.128565 46.7983)
3454649916,POINT (17.0777432 46.6724614)
3454650290,POINT (17.106585 46.807507)
3456392001,POINT (19.1189439 47.9509642)
3456392184,POINT (19.095967 47.85465)
3456392538,POINT (19.0586598 47.9446931)
3456413830,POINT (21.6490214 48.4102831)
3456414557,POINT (21.6031322 48.4911088)
3456418338,POINT (17.3767843 47.8337178)
3456418348,POINT (17.113038 47.779018)
3456418363,POINT (17.282067 47.857388)
3456418554,POINT (17.281332 47.877879)
3456418555,POINT (17.430996 47.8780313)
3456437186,POINT (17.001217 46.578518)
3456438412,POINT (16.880817 46.339298)
3456438431,POINT (17.0333009 46.4327698)
3456439094,POINT (17.030917 46.518683)
3456439112,POINT (16.981499 46.537241)
3456439124,POINT (16.910983 46.543933)
3456439548,POINT (17.10048 46.6384)
3458274147,POINT (17.4957998 47.3142252)
3458274722,POINT (17.4049285 47.2309937)
3458275227,POINT (17.6877994 47.3358321)
3458289104,POINT (18.31577 46.331436)
3458295240,POINT (18.123733 46.233333)
3458295243,POINT (18.321306 46.265694)
3458295972,POINT (18.11806 46.197035)
3458341669,POINT (17.924 46.97895)
3459826751,POINT (18.616498 47.109323)
3459827099,POINT (18.463165 46.999377)
3459827125,POINT (18.417053 47.0364107)
3459827328,POINT (18.369878 47.353708)
3459862383,POINT (16.496367 46.882515)
3459862387,POINT (16.6746988 46.9891622)
3459862968,POINT (16.5493322 47.0100533)
3459885347,POINT (17.848232 47.223548)
3459931127,POINT (19.109785 48.060967)
3459947861,POINT (19.44543 46.891296)
3459958274,POINT (20.8325858 46.9390573)
3461930411,POINT (19.0118624 47.5970035)
3461930696,POINT (18.9959671 47.5997453)
3461941884,POINT (19.03064 47.014613)
3461942732,POINT (19.214144 47.018983)
3461952722,POINT (21.517238 48.360635)
3461952746,POINT (21.451902 48.260323)
3461952747,POINT (21.4456197 48.2869927)
3461960739,POINT (17.847577 46.088017)
3461967499,POINT (17.8671492 46.0733146)
3462063175,POINT (19.7371434 48.1533637)
3462181552,POINT (18.756372 46.127193)
3462187086,POINT (18.674257 46.28844)
3462188409,POINT (18.659916 46.248792)
3462188416,POINT (18.657248 46.25181)
3462189499,POINT (18.6444464 46.4740238)
3462207435,POINT (21.283383 48.190873)
3462232163,POINT (19.510712 47.632092)
3462282393,POINT (20.736866 48.292194)
3463111030,POINT (17.8229135 46.3470311)
3463111060,POINT (17.8209 46.33195)
3463111213,POINT (17.8121886 46.3589569)
3463111218,POINT (17.838702 46.394946)
3464291516,POINT (18.567953 46.038118)
3464291565,POINT (18.5476682 46.0360164)
3464291572,POINT (18.758633 46.0926)
3464291575,POINT (18.5622066 46.0393617)
3464922021,POINT (20.8218178 48.4888851)
3465101816,POINT (22.312782 48.128121)
3465109930,POINT (17.832439 47.426299)
3465110943,POINT (17.716253 47.560527)
3465129647,POINT (18.5979128 46.7819264)
3465143466,POINT (16.608125 47.401333)
3465143500,POINT (16.561619 47.320934)
3465143501,POINT (16.548553 47.385842)
3465143562,POINT (16.7567885 47.3797591)
3465156390,POINT (22.7449 48.051467)
3465156694,POINT (22.8589286 48.0741077)
3465156702,POINT (22.4624645 47.9702341)
3465190330,POINT (16.209516 46.8806655)
3465190392,POINT (16.280272 46.905912)
3465201809,POINT (17.505383 46.193417)
3465201860,POINT (17.491406 46.303454)
3465206145,POINT (21.016926 46.831945)
3465206627,POINT (21.0271711 46.8242814)
3465218064,POINT (16.6639192 46.5467905)
3465235543,POINT (19.01394 47.57598)
3465769317,POINT (18.1055263 46.2525094)
3465808431,POINT (19.095703 47.358947)
3466247666,POINT (16.754307 47.446199)
3466247681,POINT (16.7248074 47.4797706)
3466253916,POINT (16.6636655 47.7210063)
3466293451,POINT (17.316388 47.12084)
3468026394,POINT (18.50357 47.61204)
3468036604,POINT (18.543359 46.354564)
3468036685,POINT (18.455033 46.29325)
3468036730,POINT (18.46368 46.415355)
3468036735,POINT (18.4496 46.431133)
3468037014,POINT (18.447367 46.379012)
3468045791,POINT (21.97 47.602083)
3468057161,POINT (21.981201 47.416958)
3468060071,POINT (22.0628744 47.6039447)
3468083739,POINT (16.6182598 46.6060437)
3468095788,POINT (20.4921779 48.284131)
3468116069,POINT (19.955136 47.805334)
3468117174,POINT (19.937589 47.779455)
3468117398,POINT (19.9216166 47.7871893)
3468117407,POINT (19.93924 47.791538)
3468120013,POINT (17.534133 46.09715)
3469861471,POINT (17.0314093 47.2456748)
3469861795,POINT (16.828367 47.307533)
3469863594,POINT (16.8634178 47.2377744)
3469932232,POINT (21.334161 48.148439)
3469960240,POINT (19.931511 48.100696)
3469961601,POINT (19.6422 48.165966)
3469977722,POINT (17.3866889 46.6304432)
3469987538,POINT (16.9506983 46.9660713)
3469987574,POINT (16.77455 47.04435)
3469996111,POINT (19.539756 48.033645)
3470004310,POINT (16.5569497 47.6808597)
3470004345,POINT (16.5518294 47.6776033)
3470005744,POINT (16.5873693 47.7010253)
3470021867,POINT (17.22066 46.930902)
3470021874,POINT (17.052195 46.934837)
3470061812,POINT (19.7589314 48.0006069)
3470061820,POINT (19.784327 48.0065337)
3470078952,POINT (18.452859 47.633359)
3470096854,POINT (18.000798 47.399676)
3470096859,POINT (18.029811 47.367138)
3470100288,POINT (18.959657 46.49033)
3471228190,POINT (21.1838187 48.2679499)
3471727244,POINT (17.564779 47.500198)
3471727893,POINT (17.40662 47.507626)
3471727902,POINT (17.518867 47.513933)
3471735350,POINT (22.1233 47.6178)
3471757553,POINT (18.176233 47.20175)
3471757555,POINT (18.1493884 47.2023985)
3471841246,POINT (18.3835622 46.0353395)
3471869679,POINT (18.4874 45.96385)
3471880438,POINT (21.051272 48.241237)
3471889559,POINT (19.3467639 47.5961371)
3471889570,POINT (19.2377361 47.5947121)
3471930938,POINT (19.371857 47.238813)
3473637694,POINT (19.447286 47.352395)
3473637750,POINT (19.450967 47.357302)
3473637973,POINT (19.454518 47.355838)
3473676728,POINT (17.6292149 47.6739477)
3473874006,POINT (19.050873 47.6175555)
3474939387,POINT (18.225647 47.368732)
3474948082,POINT (18.4623331 47.4099328)
3474965062,POINT (19.283833 46.621583)
3474965116,POINT (19.1813245 46.4252825)
3479941496,POINT (16.829842 46.850427)
3479941524,POINT (16.840375 46.804084)
3479961332,POINT (19.684074 47.74172)
3484799793,POINT (20.2594002 48.1083363)
3484805369,POINT (17.779945 45.821028)
3484823553,POINT (22.3009055 48.0552255)
3484823587,POINT (22.4018648 47.8655572)
3484825001,POINT (22.4794363 47.935662)
3485076824,POINT (17.0927744 46.339841)
3485076879,POINT (17.03548 46.291923)
3485077208,POINT (17.1956747 46.3934299)
3485099562,POINT (21.323991 46.698991)
3485100734,POINT (21.245756 46.532421)
3485100752,POINT (21.2532244 46.639837)
3485100758,POINT (21.3316505 46.6433683)
3485100761,POINT (21.2607717 46.6438057)
3485110493,POINT (18.165191 46.387907)
3485121968,POINT (21.801813 47.977132)
3485146738,POINT (20.24817 46.99101)
3485182466,POINT (20.9021369 46.4590083)
3485189326,POINT (21.1747198 48.4207059)
3485199015,POINT (19.679314 46.688206)
3487611584,POINT (19.468238 46.429167)
3487655353,POINT (20.61639 46.226217)
3487682984,POINT (20.2475202 46.2191125)
3487697759,POINT (17.0999995 47.2689624)
3487697767,POINT (17.210632 47.330599)
3487697768,POINT (17.213055 47.331473)
3487700867,POINT (18.3263481 47.4860131)
3488481149,POINT (21.016694 47.951469)
3489649099,POINT (20.8799506 47.8673992)
3490663552,POINT (20.150739 47.518924)
3490678415,POINT (19.7400255 47.4212857)
3490724529,POINT (21.9126774 48.1170046)
3490724530,POINT (21.7984015 48.123488)
3490728179,POINT (20.3339288 47.0868079)
3501693413,POINT (19.6426556 48.0979253)
3581573591,POINT (21.2854696 46.6562196)
3589307009,POINT (19.0799086 47.4937237)
3596784074,POINT (19.1301862 47.6377912)
3620111068,POINT (19.4177001 47.261844)
3636986327,POINT (19.5912268 47.3523084)
3638932895,POINT (19.126758 47.4851587)
3640658777,POINT (18.7234607 46.0563062)
3640778070,POINT (18.727734 46.141497)
3651340269,POINT (16.498767 46.8793961)
3659047777,POINT (21.4450383 46.7750294)
3674764880,POINT (17.1896404 46.7802476)
3677892416,POINT (19.7866355 48.064512)
3683989932,POINT (19.5436255 47.8890115)
3709124071,POINT (17.2827131 46.9821558)
3715534035,POINT (17.2219239 47.9510522)
3721479203,POINT (17.0998663 47.2689978)
3721479204,POINT (17.0871986 47.2780017)
3741183326,POINT (19.0520091 47.4929339)
3741432968,POINT (19.1643104 47.5277743)
3741752825,POINT (17.6355344 47.6888514)
3745665444,POINT (18.5103625 46.1739619)
3749290862,POINT (18.637 46.8314)
3751341457,POINT (18.93 46.8986)
3751341458,POINT (18.734651 46.7915622)
3751453784,POINT (18.5184911 46.8395207)
3759318981,POINT (16.6178237 47.2404154)
3769868957,POINT (19.0373042 47.5159707)
3769868958,POINT (16.7688742 46.9012049)
3769868959,POINT (20.3315967 48.0721967)
3769868960,POINT (20.6897086 48.0978121)
3769875311,POINT (19.3735058 47.8747254)
